ID,Total_Screentime,Average_Total_Screentime
1011345,15.0,19.36
1011346,19.0,19.36
1011348,20.0,19.36
1011349,23.0,19.36
1011350,19.0,19.36
1011351,16.0,19.36
1011352,15.5,19.36
1011353,32.0,19.36
1011354,4.0,19.36
1011355,7.5,19.36
1011356,5.5,19.36
1011357,17.0,19.36
1011358,18.0,19.36
1011359,18.0,19.36
1011360,13.5,19.36
1011361,15.0,19.36
1011362,15.0,19.36
1011363,19.0,19.36
1011364,13.5,19.36
1011365,7.5,19.36
1011366,17.0,19.36
1011367,10.0,19.36
1011368,20.0,19.36
1011369,13.0,19.36
1011370,12.5,19.36
1011371,13.0,19.36
1011372,20.0,19.36
1011373,19.0,19.36
1011374,17.0,19.36
1011376,24.0,19.36
1011377,15.5,19.36
1011378,16.0,19.36
1011379,14.0,19.36
1011380,8.5,19.36
1011381,19.0,19.36
1011382,14.0,19.36
1011383,42.0,19.36
1011384,16.0,19.36
1011385,17.0,19.36
1011386,46.0,19.36
1011387,24.0,19.36
1011388,19.5,19.36
1011389,21.5,19.36
1011390,29.0,19.36
1011391,6.0,19.36
1011392,21.0,19.36
1011393,50.0,19.36
1011394,14.5,19.36
1011395,6.5,19.36
1011396,14.0,19.36
1011397,21.0,19.36
1011398,14.0,19.36
1011399,14.5,19.36
1011401,10.0,19.36
1011402,14.0,19.36
1011403,9.5,19.36
1011404,21.0,19.36
1011405,22.0,19.36
1011406,22.0,19.36
1011407,15.5,19.36
1011408,15.5,19.36
1011409,20.0,19.36
1011410,13.5,19.36
1011411,17.0,19.36
1011412,17.0,19.36
1011413,9.5,19.36
1011414,5.5,19.36
1011415,14.0,19.36
1011416,17.0,19.36
1011417,2.0,19.36
1011418,16.0,19.36
1011419,12.0,19.36
1011420,14.0,19.36
1011421,20.5,19.36
1011422,22.0,19.36
1011423,14.0,19.36
1011425,19.5,19.36
1011426,12.0,19.36
1011427,46.0,19.36
1011428,17.0,19.36
1011429,18.0,19.36
1011430,19.0,19.36
1011431,6.5,19.36
1011432,17.0,19.36
1011433,7.5,19.36
1011434,7.0,19.36
1011435,22.0,19.36
1011436,21.0,19.36
1011437,50.0,19.36
1011438,17.0,19.36
1011439,14.0,19.36
1011440,33.0,19.36
1011441,16.0,19.36
1011442,13.0,19.36
1011444,24.5,19.36
1011445,23.0,19.36
1011446,20.5,19.36
1011447,20.0,19.36
1011448,9.5,19.36
1011449,39.0,19.36
1011450,32.0,19.36
1011451,26.0,19.36
1011452,12.0,19.36
1011453,15.0,19.36
1011454,11.5,19.36
1011455,10.5,19.36
1011456,20.0,19.36
1011457,19.5,19.36
1011458,26.0,19.36
1011459,12.0,19.36
1011460,25.0,19.36
1011461,31.0,19.36
1011462,13.0,19.36
1011463,13.0,19.36
1011464,20.5,19.36
1011465,16.0,19.36
1011466,23.0,19.36
1011467,32.0,19.36
1011468,20.0,19.36
1011469,12.5,19.36
1011470,16.0,19.36
1011471,16.0,19.36
1011472,18.5,19.36
1011473,11.5,19.36
1011474,18.0,19.36
1011475,15.0,19.36
1011476,13.0,19.36
1011477,12.5,19.36
1011478,15.0,19.36
1011479,19.0,19.36
1011480,16.0,19.36
1011481,9.5,19.36
1011482,16.0,19.36
1011483,10.0,19.36
1011484,17.0,19.36
1011485,11.5,19.36
1011486,11.0,19.36
1011487,13.5,19.36
1011488,19.0,19.36
1011489,18.5,19.36
1011490,11.0,19.36
1011491,7.0,19.36
1011492,22.0,19.36
1011493,24.0,19.36
1011494,1.0,19.36
1011495,11.0,19.36
1011496,13.5,19.36
1011497,10.0,19.36
1011498,21.0,19.36
1011499,6.5,19.36
1011500,3.0,19.36
1011501,14.5,19.36
1011502,23.5,19.36
1011503,10.0,19.36
1011504,17.0,19.36
1011505,10.0,19.36
1011506,5.5,19.36
1011507,26.0,19.36
1011508,17.0,19.36
1011509,14.5,19.36
1011510,9.5,19.36
1011511,12.5,19.36
1011512,17.0,19.36
1011513,16.0,19.36
1011514,8.5,19.36
1011515,4.0,19.36
1011516,9.0,19.36
1011517,17.0,19.36
1011518,14.0,19.36
1011519,29.0,19.36
1011520,25.0,19.36
1011522,21.0,19.36
1011523,14.0,19.36
1011525,13.0,19.36
1011526,10.5,19.36
1011527,9.5,19.36
1011528,18.0,19.36
1011529,13.5,19.36
1011531,18.5,19.36
1011532,25.0,19.36
1011533,56.0,19.36
1011534,9.0,19.36
1011535,16.5,19.36
1011536,15.0,19.36
1011537,39.0,19.36
1011538,19.0,19.36
1011539,19.5,19.36
1011540,15.0,19.36
1011542,18.0,19.36
1011543,16.0,19.36
1011544,8.0,19.36
1011545,9.0,19.36
1011546,10.0,19.36
1011547,12.0,19.36
1011548,16.5,19.36
1011549,17.5,19.36
1011550,4.0,19.36
1011551,6.0,19.36
1011552,16.0,19.36
1011553,23.0,19.36
1011554,9.5,19.36
1011555,12.5,19.36
1011556,9.5,19.36
1011557,27.0,19.36
1011558,11.5,19.36
1011559,12.5,19.36
1011560,22.5,19.36
1011561,9.5,19.36
1011562,24.0,19.36
1011563,18.5,19.36
1011564,37.0,19.36
1011566,10.5,19.36
1011567,28.0,19.36
1011568,33.0,19.36
1011569,37.0,19.36
1011570,46.0,19.36
1011571,18.0,19.36
1011572,5.0,19.36
1011573,14.0,19.36
1011574,17.0,19.36
1011575,14.0,19.36
1011576,24.0,19.36
1011577,23.5,19.36
1011578,23.0,19.36
1011579,13.0,19.36
1011580,18.0,19.36
1011581,12.0,19.36
1011582,19.0,19.36
1011583,10.0,19.36
1011584,9.0,19.36
1011586,20.5,19.36
1011587,17.0,19.36
1011588,14.0,19.36
1011589,11.5,19.36
1011590,18.5,19.36
1011591,17.0,19.36
1011593,20.5,19.36
1011594,23.5,19.36
1011595,10.5,19.36
1011596,14.0,19.36
1011597,14.0,19.36
1011598,20.5,19.36
1011599,11.5,19.36
1011600,19.5,19.36
1011601,18.0,19.36
1011602,22.5,19.36
1011603,26.5,19.36
1011604,22.0,19.36
1011605,23.0,19.36
1011606,12.0,19.36
1011607,13.5,19.36
1011608,16.0,19.36
1011609,9.0,19.36
1011610,32.0,19.36
1011611,23.0,19.36
1011612,22.5,19.36
1011613,17.5,19.36
1011614,19.5,19.36
1011615,16.5,19.36
1011616,11.5,19.36
1011617,23.0,19.36
1011618,30.0,19.36
1011619,28.0,19.36
1011620,21.0,19.36
1011621,14.0,19.36
1011622,14.0,19.36
1011623,21.0,19.36
1011624,8.5,19.36
1011625,31.0,19.36
1011626,7.5,19.36
1011627,17.0,19.36
1011628,21.5,19.36
1011629,13.5,19.36
1011631,21.0,19.36
1011632,31.0,19.36
1011633,16.0,19.36
1011634,18.5,19.36
1011635,35.0,19.36
1011636,19.0,19.36
1011637,9.0,19.36
1011638,21.0,19.36
1011639,21.0,19.36
1011640,40.0,19.36
1011641,22.0,19.36
1011642,29.0,19.36
1011643,9.5,19.36
1011645,12.5,19.36
1011646,31.0,19.36
1011647,10.0,19.36
1011649,9.5,19.36
1011652,21.5,19.36
1011653,16.0,19.36
1011654,21.0,19.36
1011655,6.5,19.36
1011656,15.5,19.36
1011657,18.0,19.36
1011658,15.0,19.36
1011660,32.0,19.36
1011661,18.0,19.36
1011662,11.0,19.36
1011663,12.5,19.36
1011664,35.0,19.36
1011665,12.0,19.36
1011666,35.0,19.36
1011667,11.5,19.36
1011668,27.5,19.36
1011669,14.5,19.36
1011670,2.5,19.36
1011671,4.5,19.36
1011672,31.0,19.36
1011673,25.0,19.36
1011674,15.5,19.36
1011675,13.5,19.36
1011676,23.0,19.36
1011677,10.5,19.36
1011678,17.0,19.36
1011679,43.0,19.36
1011680,34.0,19.36
1011681,7.0,19.36
1011682,5.0,19.36
1011683,25.0,19.36
1011684,17.5,19.36
1011685,5.0,19.36
1011686,12.5,19.36
1011687,4.5,19.36
1011688,13.0,19.36
1011689,11.5,19.36
1011690,11.0,19.36
1011691,19.0,19.36
1011692,20.5,19.36
1011693,22.0,19.36
1011694,10.5,19.36
1011695,25.0,19.36
1011696,12.5,19.36
1011697,48.0,19.36
1011698,24.0,19.36
1011700,24.0,19.36
1011701,27.0,19.36
1011702,6.5,19.36
1011703,13.5,19.36
1011704,30.0,19.36
1011705,23.5,19.36
1011706,27.5,19.36
1011708,14.5,19.36
1011709,14.5,19.36
1011711,24.0,19.36
1011714,6.5,19.36
1011715,18.0,19.36
1011716,23.0,19.36
1011717,41.0,19.36
1011718,30.0,19.36
1011719,18.0,19.36
1011720,38.0,19.36
1011721,7.0,19.36
1011722,8.5,19.36
1011723,22.0,19.36
1011724,14.0,19.36
1011725,12.0,19.36
1011726,7.0,19.36
1011727,26.0,19.36
1011728,9.0,19.36
1011729,17.5,19.36
1011730,21.0,19.36
1011731,16.5,19.36
1011733,15.0,19.36
1011734,23.0,19.36
1011735,12.0,19.36
1011736,13.5,19.36
1011737,15.5,19.36
1011738,29.0,19.36
1011740,14.0,19.36
1011741,14.0,19.36
1011742,21.0,19.36
1011743,16.5,19.36
1011744,22.0,19.36
1011745,50.0,19.36
1011746,19.0,19.36
1011747,12.0,19.36
1011748,26.0,19.36
1011749,39.0,19.36
1011750,28.0,19.36
1011751,14.0,19.36
1011752,27.0,19.36
1011753,18.5,19.36
1011754,34.0,19.36
1011755,28.5,19.36
1011756,28.0,19.36
1011757,16.5,19.36
1011758,10.5,19.36
1011759,30.0,19.36
1011760,25.0,19.36
1011762,17.0,19.36
1011763,30.0,19.36
1011764,10.5,19.36
1011765,25.0,19.36
1011766,32.0,19.36
1011767,16.0,19.36
1011768,6.0,19.36
1011769,16.0,19.36
1011770,17.5,19.36
1011771,9.0,19.36
1011772,19.0,19.36
1011773,8.0,19.36
1011774,14.0,19.36
1011775,19.0,19.36
1011776,22.0,19.36
1011777,39.0,19.36
1011779,11.5,19.36
1011780,29.0,19.36
1011781,31.0,19.36
1011782,30.0,19.36
1011783,29.0,19.36
1011784,35.0,19.36
1011785,11.5,19.36
1011786,17.5,19.36
1011787,29.0,19.36
1011788,18.0,19.36
1011789,42.0,19.36
1011790,24.0,19.36
1011791,10.5,19.36
1011793,7.5,19.36
1011794,21.0,19.36
1011795,47.0,19.36
1011796,25.0,19.36
1011797,13.0,19.36
1011798,15.5,19.36
1011799,20.0,19.36
1011800,7.5,19.36
1011801,15.0,19.36
1011802,20.0,19.36
1011803,22.0,19.36
1011804,2.5,19.36
1011805,31.0,19.36
1011806,11.0,19.36
1011807,17.0,19.36
1011808,8.5,19.36
1011809,16.0,19.36
1011810,13.0,19.36
1011811,16.0,19.36
1011812,15.5,19.36
1011813,21.5,19.36
1011814,10.5,19.36
1011817,12.0,19.36
1011818,26.0,19.36
1011819,23.5,19.36
1011820,11.5,19.36
1011821,15.0,19.36
1011822,45.0,19.36
1011823,8.0,19.36
1011824,14.0,19.36
1011827,10.0,19.36
1011828,15.5,19.36
1011829,28.0,19.36
1011831,14.5,19.36
1011832,20.0,19.36
1011833,22.0,19.36
1011834,17.0,19.36
1011835,12.0,19.36
1011836,33.0,19.36
1011837,13.0,19.36
1011838,20.0,19.36
1011839,16.0,19.36
1011840,17.0,19.36
1011841,26.0,19.36
1011842,24.0,19.36
1011843,17.5,19.36
1011844,9.5,19.36
1011845,13.5,19.36
1011846,35.0,19.36
1011847,21.0,19.36
1011848,18.0,19.36
1011849,11.5,19.36
1011850,34.0,19.36
1011851,28.5,19.36
1011852,6.0,19.36
1011853,12.5,19.36
1011854,11.5,19.36
1011855,15.0,19.36
1011856,36.0,19.36
1011857,22.0,19.36
1011858,13.5,19.36
1011859,15.5,19.36
1011860,21.0,19.36
1011861,29.0,19.36
1011862,20.0,19.36
1011863,17.0,19.36
1011864,16.0,19.36
1011865,13.5,19.36
1011866,14.0,19.36
1011867,23.0,19.36
1011868,21.5,19.36
1011869,31.0,19.36
1011870,10.5,19.36
1011871,17.5,19.36
1011872,19.0,19.36
1011873,34.0,19.36
1011874,22.0,19.36
1011875,30.0,19.36
1011876,10.0,19.36
1011877,27.0,19.36
1011878,10.0,19.36
1011879,16.5,19.36
1011880,10.0,19.36
1011881,22.0,19.36
1011882,16.5,19.36
1011883,18.5,19.36
1011884,30.0,19.36
1011885,14.5,19.36
1011886,9.0,19.36
1011887,35.5,19.36
1011888,20.0,19.36
1011889,19.5,19.36
1011890,35.5,19.36
1011891,16.0,19.36
1011892,22.0,19.36
1011893,30.0,19.36
1011894,19.5,19.36
1011895,21.0,19.36
1011896,11.0,19.36
1011897,17.0,19.36
1011898,27.0,19.36
1011899,19.0,19.36
1011900,22.0,19.36
1011902,14.5,19.36
1011903,28.0,19.36
1011904,17.5,19.36
1011905,21.0,19.36
1011906,24.0,19.36
1011907,4.0,19.36
1011909,27.0,19.36
1011910,25.0,19.36
1011912,19.5,19.36
1011913,29.0,19.36
1011914,12.5,19.36
1011916,26.0,19.36
1011917,18.0,19.36
1011918,41.0,19.36
1011919,6.5,19.36
1011920,16.0,19.36
1011921,12.0,19.36
1011922,17.0,19.36
1011923,22.0,19.36
1011924,16.5,19.36
1011925,24.0,19.36
1011926,24.0,19.36
1011927,20.0,19.36
1011928,25.0,19.36
1011929,13.5,19.36
1011930,50.0,19.36
1011931,19.0,19.36
1011932,13.0,19.36
1011933,18.5,19.36
1011934,19.5,19.36
1011935,23.0,19.36
1011937,14.0,19.36
1011938,13.5,19.36
1011939,19.0,19.36
1011940,21.0,19.36
1011941,17.0,19.36
1011942,19.0,19.36
1011943,10.5,19.36
1011944,12.5,19.36
1011945,25.5,19.36
1011946,13.0,19.36
1011948,10.5,19.36
1011949,11.5,19.36
1011950,17.0,19.36
1011951,15.5,19.36
1011952,21.5,19.36
1011953,13.0,19.36
1011954,22.0,19.36
1011955,12.0,19.36
1011956,5.5,19.36
1011957,16.0,19.36
1011958,16.0,19.36
1011959,6.5,19.36
1011960,13.0,19.36
1011961,21.5,19.36
1011962,29.0,19.36
1011963,10.0,19.36
1011964,30.0,19.36
1011965,33.0,19.36
1011966,13.5,19.36
1011967,18.0,19.36
1011968,30.0,19.36
1011969,23.0,19.36
1011970,29.0,19.36
1011971,29.0,19.36
1011972,10.5,19.36
1011973,12.5,19.36
1011974,17.0,19.36
1011975,16.0,19.36
1011976,11.0,19.36
1011977,3.5,19.36
1011978,15.0,19.36
1011979,27.0,19.36
1011980,10.0,19.36
1011981,20.0,19.36
1011982,9.0,19.36
1011983,6.0,19.36
1011984,17.0,19.36
1011985,28.5,19.36
1011986,26.0,19.36
1011987,11.0,19.36
1011988,20.0,19.36
1011989,18.0,19.36
1011990,10.5,19.36
1011991,12.5,19.36
1011992,26.5,19.36
1011993,8.0,19.36
1011994,16.0,19.36
1011995,14.0,19.36
1011996,17.0,19.36
1011997,25.0,19.36
1011998,25.0,19.36
1011999,33.0,19.36
1012000,23.5,19.36
1012001,19.0,19.36
1012002,21.0,19.36
1012003,31.0,19.36
1012004,22.5,19.36
1012005,31.5,19.36
1012006,14.0,19.36
1012007,46.0,19.36
1012008,20.5,19.36
1012009,22.0,19.36
1012010,25.0,19.36
1012011,13.5,19.36
1012012,7.5,19.36
1012013,15.5,19.36
1012014,17.0,19.36
1012015,14.0,19.36
1012016,18.0,19.36
1012017,16.0,19.36
1012018,21.0,19.36
1012019,10.0,19.36
1012020,12.0,19.36
1012021,15.5,19.36
1012022,28.0,19.36
1012023,19.0,19.36
1012024,18.0,19.36
1012025,24.5,19.36
1012026,21.0,19.36
1012027,28.0,19.36
1012028,23.0,19.36
1012029,12.5,19.36
1012030,25.0,19.36
1012031,21.0,19.36
1012032,23.0,19.36
1012033,19.5,19.36
1012035,9.0,19.36
1012036,18.5,19.36
1012037,11.5,19.36
1012038,17.5,19.36
1012039,12.0,19.36
1012040,7.5,19.36
1012041,23.0,19.36
1012042,13.0,19.36
1012043,18.5,19.36
1012044,28.0,19.36
1012045,26.0,19.36
1012046,12.0,19.36
1012047,15.0,19.36
1012048,14.0,19.36
1012049,20.0,19.36
1012051,15.5,19.36
1012052,16.0,19.36
1012053,30.0,19.36
1012055,11.0,19.36
1012056,26.5,19.36
1012057,19.5,19.36
1012058,14.0,19.36
1012059,18.5,19.36
1012060,29.5,19.36
1012061,12.5,19.36
1012062,14.5,19.36
1012063,15.5,19.36
1012064,16.0,19.36
1012065,15.0,19.36
1012066,2.0,19.36
1012067,31.0,19.36
1012068,10.0,19.36
1012069,12.0,19.36
1012071,22.0,19.36
1012072,7.0,19.36
1012073,14.5,19.36
1012074,6.5,19.36
1012075,22.0,19.36
1012076,12.0,19.36
1012077,18.5,19.36
1012078,25.0,19.36
1012079,8.5,19.36
1012080,14.0,19.36
1012081,23.5,19.36
1012082,25.0,19.36
1012083,5.0,19.36
1012084,9.0,19.36
1012085,21.0,19.36
1012086,26.0,19.36
1012087,28.0,19.36
1012088,14.5,19.36
1012089,18.0,19.36
1012090,6.0,19.36
1012091,23.0,19.36
1012092,37.0,19.36
1012093,27.0,19.36
1012094,14.5,19.36
1012095,23.0,19.36
1012096,40.0,19.36
1012097,14.0,19.36
1012098,21.5,19.36
1012100,19.0,19.36
1012101,19.0,19.36
1012102,10.5,19.36
1012103,12.5,19.36
1012104,6.0,19.36
1012105,6.5,19.36
1012106,15.0,19.36
1012107,16.0,19.36
1012108,20.0,19.36
1012109,14.0,19.36
1012110,7.0,19.36
1012111,10.0,19.36
1012112,27.0,19.36
1012113,16.5,19.36
1012114,17.0,19.36
1012115,13.5,19.36
1012116,20.5,19.36
1012117,17.0,19.36
1012118,18.0,19.36
1012119,13.5,19.36
1012120,24.5,19.36
1012121,16.0,19.36
1012123,10.0,19.36
1012125,25.0,19.36
1012126,27.0,19.36
1012127,6.0,19.36
1012128,6.5,19.36
1012129,16.0,19.36
1012130,15.5,19.36
1012131,17.5,19.36
1012133,5.0,19.36
1012134,13.5,19.36
1012135,8.0,19.36
1012136,10.0,19.36
1012137,15.0,19.36
1012138,14.5,19.36
1012139,14.5,19.36
1012140,8.0,19.36
1012141,22.5,19.36
1012142,16.0,19.36
1012143,13.5,19.36
1012144,22.5,19.36
1012145,16.0,19.36
1012146,10.5,19.36
1012147,14.5,19.36
1012148,18.0,19.36
1012149,25.0,19.36
1012150,17.5,19.36
1012152,24.0,19.36
1012153,19.5,19.36
1012154,44.0,19.36
1012155,21.5,19.36
1012156,21.0,19.36
1012157,22.0,19.36
1012158,28.5,19.36
1012159,25.0,19.36
1012160,16.0,19.36
1012161,18.0,19.36
1012162,12.5,19.36
1012164,21.0,19.36
1012165,34.0,19.36
1012166,13.0,19.36
1012167,14.5,19.36
1012168,33.0,19.36
1012169,4.5,19.36
1012170,12.0,19.36
1012171,19.5,19.36
1012172,21.0,19.36
1012173,35.0,19.36
1012174,28.0,19.36
1012175,27.0,19.36
1012176,24.0,19.36
1012177,18.0,19.36
1012178,28.0,19.36
1012179,10.0,19.36
1012180,15.0,19.36
1012181,23.0,19.36
1012182,17.0,19.36
1012183,22.0,19.36
1012184,18.0,19.36
1012185,17.0,19.36
1012186,5.5,19.36
1012187,21.5,19.36
1012188,6.0,19.36
1012189,20.5,19.36
1012190,18.0,19.36
1012191,15.0,19.36
1012192,14.5,19.36
1012193,17.0,19.36
1012194,13.0,19.36
1012195,14.0,19.36
1012196,32.0,19.36
1012197,27.0,19.36
1012199,22.5,19.36
1012200,14.5,19.36
1012201,17.0,19.36
1012202,15.5,19.36
1012203,28.0,19.36
1012204,26.0,19.36
1012205,23.5,19.36
1012206,19.0,19.36
1012207,23.0,19.36
1012208,10.0,19.36
1012209,4.5,19.36
1012210,16.0,19.36
1012211,13.0,19.36
1012212,32.0,19.36
1012213,19.0,19.36
1012214,35.0,19.36
1012215,42.0,19.36
1012216,12.0,19.36
1012217,39.0,19.36
1012218,16.5,19.36
1012219,24.0,19.36
1012220,21.0,19.36
1012221,26.0,19.36
1012222,19.0,19.36
1012223,14.0,19.36
1012224,14.0,19.36
1012225,9.5,19.36
1012226,38.0,19.36
1012227,16.5,19.36
1012228,8.0,19.36
1012229,21.0,19.36
1012230,14.0,19.36
1012231,16.5,19.36
1012232,20.0,19.36
1012233,17.0,19.36
1012234,12.0,19.36
1012235,14.5,19.36
1012236,24.0,19.36
1012237,9.0,19.36
1012238,20.0,19.36
1012239,15.5,19.36
1012240,12.0,19.36
1012241,10.0,19.36
1012242,18.5,19.36
1012243,31.0,19.36
1012244,30.0,19.36
1012245,13.0,19.36
1012246,17.0,19.36
1012247,10.5,19.36
1012248,29.0,19.36
1012249,29.0,19.36
1012250,6.5,19.36
1012251,12.0,19.36
1012252,14.0,19.36
1012254,18.0,19.36
1012255,16.0,19.36
1012256,11.0,19.36
1012257,35.5,19.36
1012258,7.0,19.36
1012259,36.5,19.36
1012260,24.0,19.36
1012261,11.5,19.36
1012262,20.0,19.36
1012263,13.0,19.36
1012264,17.5,19.36
1012265,29.0,19.36
1012267,20.5,19.36
1012268,21.5,19.36
1012269,11.0,19.36
1012271,13.5,19.36
1012272,15.5,19.36
1012273,31.5,19.36
1012274,20.5,19.36
1012275,25.0,19.36
1012276,22.0,19.36
1012277,19.0,19.36
1012278,18.0,19.36
1012279,25.0,19.36
1012280,8.5,19.36
1012281,15.0,19.36
1012282,28.0,19.36
1012283,9.5,19.36
1012284,13.0,19.36
1012285,18.0,19.36
1012286,8.5,19.36
1012287,14.0,19.36
1012288,10.5,19.36
1012289,22.0,19.36
1012290,18.0,19.36
1012291,18.0,19.36
1012292,8.0,19.36
1012293,14.0,19.36
1012294,25.0,19.36
1012295,10.5,19.36
1012296,16.5,19.36
1012297,16.0,19.36
1012298,18.5,19.36
1012299,5.0,19.36
1012300,28.0,19.36
1012301,18.0,19.36
1012302,14.0,19.36
1012303,11.0,19.36
1012304,22.0,19.36
1012305,27.0,19.36
1012306,33.0,19.36
1012307,7.0,19.36
1012308,20.0,19.36
1012309,13.5,19.36
1012310,24.0,19.36
1012311,35.0,19.36
1012312,16.0,19.36
1012313,9.0,19.36
1012314,22.0,19.36
1012315,18.0,19.36
1012317,18.5,19.36
1012318,19.0,19.36
1012319,22.0,19.36
1012321,17.5,19.36
1012322,25.0,19.36
1012323,23.0,19.36
1012324,14.0,19.36
1012325,16.0,19.36
1012326,10.0,19.36
1012327,19.0,19.36
1012328,21.0,19.36
1012329,11.5,19.36
1012330,15.0,19.36
1012331,19.0,19.36
1012333,15.0,19.36
1012334,15.5,19.36
1012335,24.0,19.36
1012336,24.0,19.36
1012337,25.0,19.36
1012338,52.0,19.36
1012339,12.0,19.36
1012340,8.0,19.36
1012342,21.5,19.36
1012343,16.0,19.36
1012344,36.0,19.36
1012345,16.0,19.36
1012346,6.0,19.36
1012347,29.0,19.36
1012348,41.0,19.36
1012349,25.0,19.36
1012350,13.0,19.36
1012351,16.0,19.36
1012352,27.0,19.36
1012353,17.5,19.36
1012354,30.5,19.36
1012355,6.0,19.36
1012357,8.5,19.36
1012358,9.5,19.36
1012359,11.0,19.36
1012360,11.5,19.36
1012361,14.5,19.36
1012362,16.5,19.36
1012363,13.5,19.36
1012364,21.0,19.36
1012365,17.5,19.36
1012366,40.0,19.36
1012367,26.0,19.36
1012368,6.5,19.36
1012369,20.5,19.36
1012370,12.0,19.36
1012371,30.0,19.36
1012372,19.0,19.36
1012373,9.5,19.36
1012374,33.0,19.36
1012375,22.0,19.36
1012376,13.0,19.36
1012377,10.0,19.36
1012378,11.5,19.36
1012379,18.0,19.36
1012380,4.5,19.36
1012381,5.0,19.36
1012382,24.0,19.36
1012383,12.0,19.36
1012384,14.0,19.36
1012385,21.5,19.36
1012386,25.0,19.36
1012387,31.0,19.36
1012388,13.0,19.36
1012389,23.0,19.36
1012390,12.5,19.36
1012391,11.0,19.36
1012392,11.5,19.36
1012393,25.0,19.36
1012394,18.5,19.36
1012395,20.0,19.36
1012396,31.0,19.36
1012397,26.0,19.36
1012398,13.0,19.36
1012399,20.0,19.36
1012400,31.0,19.36
1012401,12.5,19.36
1012402,21.0,19.36
1012403,31.0,19.36
1012404,29.0,19.36
1012405,23.0,19.36
1012406,36.0,19.36
1012407,20.0,19.36
1012408,20.5,19.36
1012409,23.0,19.36
1012410,10.0,19.36
1012411,5.5,19.36
1012412,12.0,19.36
1012413,17.0,19.36
1012414,14.0,19.36
1012415,12.0,19.36
1012416,42.0,19.36
1012417,8.0,19.36
1012418,13.0,19.36
1012419,16.0,19.36
1012420,11.5,19.36
1012421,12.5,19.36
1012422,20.0,19.36
1012423,25.0,19.36
1012424,13.0,19.36
1012425,20.0,19.36
1012426,15.0,19.36
1012427,19.0,19.36
1012428,8.0,19.36
1012429,16.0,19.36
1012430,17.0,19.36
1012431,12.0,19.36
1012432,22.0,19.36
1012433,8.0,19.36
1012434,22.5,19.36
1012435,23.5,19.36
1012436,26.0,19.36
1012437,44.0,19.36
1012438,31.0,19.36
1012439,14.5,19.36
1012440,10.0,19.36
1012441,27.0,19.36
1012442,19.5,19.36
1012443,10.5,19.36
1012444,2.5,19.36
1012445,12.5,19.36
1012446,25.0,19.36
1012447,14.5,19.36
1012448,15.5,19.36
1012449,38.5,19.36
1012450,19.0,19.36
1012451,19.0,19.36
1012452,20.0,19.36
1012454,20.5,19.36
1012455,9.0,19.36
1012456,15.5,19.36
1012457,37.0,19.36
1012458,6.0,19.36
1012459,27.0,19.36
1012460,8.0,19.36
1012461,8.0,19.36
1012462,1.5,19.36
1012463,7.0,19.36
1012464,18.0,19.36
1012465,25.0,19.36
1012466,22.0,19.36
1012467,11.0,19.36
1012468,33.0,19.36
1012469,16.5,19.36
1012470,47.0,19.36
1012471,16.0,19.36
1012472,20.0,19.36
1012473,11.0,19.36
1012474,9.5,19.36
1012475,11.5,19.36
1012476,15.5,19.36
1012477,22.0,19.36
1012478,11.0,19.36
1012479,10.5,19.36
1012480,11.0,19.36
1012481,11.0,19.36
1012483,19.5,19.36
1012484,13.0,19.36
1012485,15.5,19.36
1012486,27.0,19.36
1012487,12.0,19.36
1012488,9.5,19.36
1012489,31.0,19.36
1012490,20.5,19.36
1012491,16.0,19.36
1012492,19.5,19.36
1012493,17.0,19.36
1012494,22.0,19.36
1012495,9.0,19.36
1012496,14.0,19.36
1012497,29.0,19.36
1012498,19.0,19.36
1012499,11.5,19.36
1012500,14.0,19.36
1012501,13.0,19.36
1012502,15.0,19.36
1012503,16.0,19.36
1012504,16.0,19.36
1012505,11.0,19.36
1012507,15.0,19.36
1012508,12.0,19.36
1012509,16.5,19.36
1012510,7.5,19.36
1012511,4.5,19.36
1012512,27.0,19.36
1012513,16.5,19.36
1012514,15.0,19.36
1012516,24.0,19.36
1012517,14.5,19.36
1012518,21.5,19.36
1012520,10.0,19.36
1012521,29.0,19.36
1012522,25.0,19.36
1012523,22.0,19.36
1012525,12.5,19.36
1012526,15.0,19.36
1012527,10.5,19.36
1012528,11.5,19.36
1012529,19.0,19.36
1012530,11.5,19.36
1012531,27.0,19.36
1012532,19.5,19.36
1012533,19.5,19.36
1012534,28.5,19.36
1012535,13.5,19.36
1012536,39.0,19.36
1012537,14.0,19.36
1012538,14.0,19.36
1012540,32.0,19.36
1012541,33.0,19.36
1012542,23.0,19.36
1012543,23.5,19.36
1012544,18.5,19.36
1012545,21.0,19.36
1012546,26.0,19.36
1012547,11.0,19.36
1012548,24.0,19.36
1012549,13.5,19.36
1012550,14.5,19.36
1012551,16.0,19.36
1012552,31.0,19.36
1012553,16.0,19.36
1012554,13.5,19.36
1012555,26.5,19.36
1012556,20.0,19.36
1012557,25.5,19.36
1012558,11.0,19.36
1012559,12.5,19.36
1012560,7.5,19.36
1012561,15.0,19.36
1012562,13.5,19.36
1012563,35.0,19.36
1012564,10.5,19.36
1012565,15.0,19.36
1012566,3.0,19.36
1012567,11.0,19.36
1012568,12.0,19.36
1012569,25.0,19.36
1012570,16.5,19.36
1012571,14.0,19.36
1012572,48.0,19.36
1012574,42.0,19.36
