ID,Total_Screentime,Average_Total_Screentime
1047185,14.0,19.36
1047186,11.0,19.36
1047188,23.5,19.36
1047189,18.0,19.36
1047192,16.0,19.36
1047193,17.0,19.36
1047194,20.5,19.36
1047195,0.5,19.36
1047196,6.0,19.36
1047198,26.0,19.36
1047199,37.0,19.36
1047200,9.5,19.36
1047201,12.0,19.36
1047203,8.0,19.36
1047204,14.0,19.36
1047205,22.0,19.36
1047206,33.0,19.36
1047208,17.0,19.36
1047209,21.5,19.36
1047210,22.0,19.36
1047212,11.0,19.36
1047213,30.0,19.36
1047214,23.0,19.36
1047215,15.0,19.36
1047216,39.0,19.36
1047217,27.0,19.36
1047218,12.5,19.36
1047219,18.5,19.36
1047220,14.0,19.36
1047221,27.0,19.36
1047222,4.5,19.36
1047223,20.0,19.36
1047224,11.5,19.36
1047225,22.0,19.36
1047226,22.0,19.36
1047227,13.0,19.36
1047228,24.0,19.36
1047229,38.0,19.36
1047230,13.0,19.36
1047231,18.0,19.36
1047232,5.5,19.36
1047233,11.0,19.36
1047234,20.0,19.36
1047235,27.0,19.36
1047236,30.0,19.36
1047237,17.0,19.36
1047238,16.5,19.36
1047239,8.5,19.36
1047240,18.0,19.36
1047241,8.0,19.36
1047243,7.0,19.36
1047244,17.0,19.36
1047245,7.0,19.36
1047246,11.0,19.36
1047247,13.0,19.36
1047248,28.0,19.36
1047249,20.0,19.36
1047250,27.5,19.36
1047251,18.0,19.36
1047252,13.0,19.36
1047253,19.5,19.36
1047254,8.0,19.36
1047256,8.5,19.36
1047257,31.0,19.36
1047258,12.0,19.36
1047260,11.0,19.36
1047261,12.0,19.36
1047263,10.5,19.36
1047264,15.0,19.36
1047265,49.0,19.36
1047266,18.0,19.36
1047267,20.0,19.36
1047268,19.5,19.36
1047269,26.0,19.36
1047270,32.0,19.36
1047271,21.0,19.36
1047272,9.5,19.36
1047274,35.0,19.36
1047275,28.0,19.36
1047276,31.0,19.36
1047277,18.0,19.36
1047278,20.5,19.36
1047279,18.5,19.36
1047280,27.0,19.36
1047281,8.0,19.36
1047282,13.5,19.36
1047283,8.0,19.36
1047284,12.5,19.36
1047285,14.0,19.36
1047286,13.0,19.36
1047287,15.0,19.36
1047288,7.5,19.36
1047289,8.0,19.36
1047290,27.0,19.36
1047291,20.0,19.36
1047292,43.0,19.36
1047293,29.0,19.36
1047294,36.0,19.36
1047295,39.0,19.36
1047296,17.0,19.36
1047298,18.5,19.36
1047299,17.0,19.36
1047300,35.0,19.36
1047301,10.5,19.36
1047302,36.0,19.36
1047303,6.5,19.36
1047304,22.5,19.36
1047306,19.0,19.36
1047307,20.0,19.36
1047308,21.0,19.36
1047309,16.5,19.36
1047310,17.0,19.36
1047311,22.0,19.36
1047313,25.0,19.36
1047314,14.0,19.36
1047315,18.0,19.36
1047316,19.0,19.36
1047317,22.0,19.36
1047318,24.0,19.36
1047319,24.5,19.36
1047320,13.0,19.36
1047322,17.0,19.36
1047323,37.5,19.36
1047324,17.0,19.36
1047325,30.0,19.36
1047326,32.0,19.36
1047327,18.0,19.36
1047328,25.5,19.36
1047329,9.0,19.36
1047330,30.0,19.36
1047331,8.5,19.36
1047332,10.5,19.36
1047333,19.0,19.36
1047334,8.0,19.36
1047336,18.0,19.36
1047337,22.0,19.36
1047338,37.0,19.36
1047339,30.0,19.36
1047340,19.0,19.36
1047341,32.0,19.36
1047342,17.5,19.36
1047343,20.0,19.36
1047344,14.5,19.36
1047345,36.0,19.36
1047346,15.5,19.36
1047347,17.0,19.36
1047348,17.0,19.36
1047349,6.0,19.36
1047350,20.0,19.36
1047351,16.0,19.36
1047352,26.0,19.36
1047354,30.0,19.36
1047355,20.0,19.36
1047356,19.0,19.36
1047357,19.0,19.36
1047358,20.0,19.36
1047359,23.5,19.36
1047360,40.0,19.36
1047361,21.0,19.36
1047362,24.5,19.36
1047363,27.0,19.36
1047364,47.0,19.36
1047365,14.0,19.36
1047366,10.0,19.36
1047367,23.0,19.36
1047368,19.5,19.36
1047369,14.5,19.36
1047370,13.0,19.36
1047371,47.0,19.36
1047372,18.0,19.36
1047373,16.0,19.36
1047374,32.0,19.36
1047375,18.0,19.36
1047377,9.0,19.36
1047378,10.5,19.36
1047379,32.0,19.36
1047380,15.0,19.36
1047381,32.0,19.36
1047382,28.0,19.36
1047383,15.0,19.36
1047384,48.0,19.36
1047385,18.0,19.36
1047386,14.0,19.36
1047387,34.0,19.36
1047388,21.0,19.36
1047389,25.0,19.36
1047390,7.5,19.36
1047391,16.0,19.36
1047392,18.0,19.36
1047393,14.5,19.36
1047394,5.0,19.36
1047395,10.0,19.36
1047396,34.0,19.36
1047397,16.0,19.36
1047398,16.5,19.36
1047399,32.0,19.36
1047400,10.0,19.36
1047401,8.0,19.36
1047402,39.0,19.36
1047403,27.0,19.36
1047404,18.0,19.36
1047405,20.0,19.36
1047406,10.0,19.36
1047407,35.0,19.36
1047408,29.0,19.36
1047409,19.0,19.36
1047410,8.5,19.36
1047411,10.0,19.36
1047412,25.0,19.36
1047415,17.0,19.36
1047416,7.0,19.36
1047417,12.0,19.36
1047418,10.0,19.36
1047419,11.0,19.36
1047420,21.0,19.36
1047421,9.0,19.36
1047422,26.0,19.36
1047423,25.5,19.36
1047424,22.0,19.36
1047425,16.0,19.36
1047426,8.0,19.36
1047427,28.5,19.36
1047429,16.0,19.36
1047430,5.5,19.36
1047431,5.0,19.36
1047432,11.0,19.36
1047433,11.5,19.36
1047434,12.5,19.36
1047435,11.0,19.36
1047436,17.0,19.36
1047437,30.0,19.36
1047438,27.0,19.36
1047439,22.5,19.36
1047440,26.0,19.36
1047441,16.5,19.36
1047442,16.0,19.36
1047443,27.5,19.36
1047445,16.0,19.36
1047446,27.0,19.36
1047447,32.0,19.36
1047448,9.0,19.36
1047449,12.5,19.36
1047450,14.5,19.36
1047451,9.0,19.36
1047452,5.0,19.36
1047453,30.0,19.36
1047454,20.0,19.36
1047455,38.0,19.36
1047456,21.0,19.36
1047457,26.0,19.36
1047458,26.0,19.36
1047459,22.0,19.36
1047460,24.5,19.36
1047461,32.0,19.36
1047462,22.0,19.36
1047463,25.5,19.36
1047464,16.0,19.36
1047465,6.0,19.36
1047466,55.0,19.36
1047467,32.0,19.36
1047468,20.0,19.36
1047469,17.0,19.36
1047470,16.0,19.36
1047472,24.5,19.36
1047473,17.0,19.36
1047474,15.0,19.36
1047475,18.0,19.36
1047476,12.5,19.36
1047477,17.5,19.36
1047478,12.5,19.36
1047479,9.0,19.36
1047480,30.0,19.36
1047481,12.5,19.36
1047482,19.5,19.36
1047483,19.0,19.36
1047484,24.0,19.36
1047485,4.0,19.36
1047486,15.0,19.36
1047487,12.5,19.36
1047489,33.0,19.36
1047490,23.0,19.36
1047491,15.0,19.36
1047492,14.0,19.36
1047493,10.5,19.36
1047494,14.0,19.36
1047495,22.0,19.36
1047496,9.0,19.36
1047497,11.0,19.36
1047498,25.0,19.36
1047499,17.0,19.36
1047500,16.0,19.36
1047501,17.5,19.36
1047502,38.0,19.36
1047503,16.0,19.36
1047504,18.0,19.36
1047505,29.0,19.36
1047506,32.0,19.36
1047507,21.0,19.36
1047508,19.0,19.36
1047509,28.0,19.36
1047510,12.0,19.36
1047511,8.5,19.36
1047512,29.0,19.36
1047513,18.0,19.36
1047514,14.0,19.36
1047515,22.5,19.36
1047516,26.0,19.36
1047517,13.0,19.36
1047518,15.5,19.36
1047519,25.0,19.36
1047520,10.0,19.36
1047521,34.0,19.36
1047522,22.0,19.36
1047523,25.0,19.36
1047524,10.5,19.36
1047525,7.0,19.36
1047526,22.0,19.36
1047527,14.0,19.36
1047528,12.5,19.36
1047529,21.0,19.36
1047530,20.5,19.36
1047531,11.0,19.36
1047532,17.0,19.36
1047533,49.0,19.36
1047534,19.5,19.36
1047535,28.0,19.36
1047536,28.0,19.36
1047537,7.5,19.36
1047538,11.0,19.36
1047539,32.0,19.36
1047540,16.0,19.36
1047542,9.0,19.36
1047543,21.0,19.36
1047544,15.0,19.36
1047545,16.0,19.36
1047548,12.5,19.36
1047549,20.0,19.36
1047551,9.0,19.36
1047552,7.0,19.36
1047553,32.0,19.36
1047554,24.0,19.36
1047556,20.0,19.36
1047557,20.5,19.36
1047558,6.5,19.36
1047559,25.0,19.36
1047560,36.0,19.36
1047562,24.5,19.36
1047563,17.5,19.36
1047564,9.5,19.36
1047565,19.0,19.36
1047566,18.0,19.36
1047567,13.0,19.36
1047568,17.0,19.36
1047569,36.0,19.36
1047570,2.0,19.36
1047571,15.5,19.36
1047572,13.0,19.36
1047573,18.0,19.36
1047574,29.0,19.36
1047575,17.0,19.36
1047576,25.5,19.36
1047577,30.5,19.36
1047578,33.0,19.36
1047579,19.0,19.36
1047580,17.0,19.36
1047581,14.0,19.36
1047582,26.0,19.36
1047583,23.0,19.36
1047584,9.5,19.36
1047585,18.5,19.36
1047586,21.0,19.36
1047587,18.5,19.36
1047588,32.0,19.36
1047589,29.0,19.36
1047590,14.0,19.36
1047591,18.0,19.36
1047592,14.5,19.36
1047593,14.0,19.36
1047595,20.5,19.36
1047596,16.5,19.36
1047597,18.5,19.36
1047598,9.0,19.36
1047599,24.0,19.36
1047600,11.5,19.36
1047601,27.5,19.36
1047603,30.0,19.36
1047604,8.0,19.36
1047606,7.5,19.36
1047607,11.5,19.36
1047608,25.0,19.36
1047609,14.5,19.36
1047610,9.5,19.36
1047611,22.0,19.36
1047612,17.0,19.36
1047614,11.5,19.36
1047615,17.0,19.36
1047616,21.5,19.36
1047617,18.5,19.36
1047619,34.0,19.36
1047620,17.0,19.36
1047621,4.5,19.36
1047622,23.0,19.36
1047623,5.5,19.36
1047624,30.0,19.36
1047625,16.0,19.36
1047626,10.0,19.36
1047627,14.5,19.36
1047628,21.0,19.36
1047629,21.5,19.36
1047630,24.0,19.36
1047631,26.0,19.36
1047632,23.0,19.36
1047633,33.0,19.36
1047634,6.0,19.36
1047635,28.0,19.36
1047636,11.0,19.36
1047637,34.0,19.36
1047638,22.0,19.36
1047639,22.0,19.36
1047640,27.0,19.36
1047641,33.0,19.36
1047642,14.0,19.36
1047643,10.0,19.36
1047644,7.0,19.36
1047646,25.0,19.36
1047647,24.0,19.36
1047648,9.0,19.36
1047649,18.0,19.36
1047650,13.5,19.36
1047651,24.5,19.36
1047652,34.5,19.36
1047653,12.5,19.36
1047654,18.5,19.36
1047655,4.5,19.36
1047656,15.0,19.36
1047657,6.5,19.36
1047658,11.0,19.36
1047659,28.0,19.36
1047660,11.5,19.36
1047661,13.0,19.36
1047662,9.5,19.36
1047663,18.5,19.36
1047664,17.0,19.36
1047665,16.0,19.36
1047666,20.0,19.36
1047667,13.0,19.36
1047668,28.5,19.36
1047669,21.0,19.36
1047670,10.5,19.36
1047672,21.5,19.36
1047673,15.0,19.36
1047674,13.5,19.36
1047675,18.0,19.36
1047676,4.0,19.36
1047677,26.0,19.36
1047678,13.0,19.36
1047679,27.0,19.36
1047680,10.0,19.36
1047681,28.0,19.36
1047682,21.0,19.36
1047683,29.0,19.36
1047684,8.0,19.36
1047685,12.0,19.36
1047686,26.0,19.36
1047687,19.0,19.36
1047688,8.0,19.36
1047689,29.0,19.36
1047690,31.0,19.36
1047691,16.0,19.36
1047692,25.0,19.36
1047693,17.0,19.36
1047694,28.0,19.36
1047695,48.0,19.36
1047696,49.0,19.36
1047697,15.0,19.36
1047698,26.0,19.36
1047699,16.0,19.36
1047700,15.0,19.36
1047701,20.0,19.36
1047702,23.0,19.36
1047703,23.0,19.36
1047704,38.0,19.36
1047705,4.5,19.36
1047706,16.0,19.36
1047708,11.5,19.36
1047709,27.0,19.36
1047710,12.5,19.36
1047711,15.5,19.36
1047712,11.0,19.36
1047713,12.0,19.36
1047714,16.0,19.36
1047715,25.0,19.36
1047716,16.5,19.36
1047717,4.5,19.36
1047718,36.0,19.36
1047719,22.0,19.36
1047720,20.5,19.36
1047721,30.0,19.36
1047722,14.5,19.36
1047723,14.5,19.36
1047724,16.5,19.36
1047725,22.0,19.36
1047726,34.0,19.36
1047727,15.0,19.36
1047728,20.5,19.36
1047729,22.0,19.36
1047730,13.0,19.36
1047731,20.0,19.36
1047732,35.0,19.36
1047733,12.5,19.36
1047734,16.5,19.36
1047735,17.0,19.36
1047736,37.0,19.36
1047737,18.5,19.36
1047738,12.0,19.36
1047739,19.0,19.36
1047740,11.0,19.36
1047741,35.0,19.36
1047742,11.0,19.36
1047743,13.5,19.36
1047744,13.0,19.36
1047745,24.0,19.36
1047746,18.0,19.36
1047747,22.5,19.36
1047748,28.5,19.36
1047749,29.5,19.36
1047750,33.0,19.36
1047751,22.0,19.36
1047752,30.0,19.36
1047753,23.5,19.36
1047754,23.0,19.36
1047755,8.0,19.36
1047756,9.5,19.36
1047757,27.0,19.36
1047758,23.0,19.36
1047759,32.0,19.36
1047760,27.5,19.36
1047761,13.0,19.36
1047762,15.0,19.36
1047763,25.0,19.36
1047764,19.0,19.36
1047765,26.0,19.36
1047766,7.5,19.36
1047767,21.5,19.36
1047768,10.5,19.36
1047769,22.0,19.36
1047770,14.0,19.36
1047771,19.0,19.36
1047772,17.5,19.36
1047773,15.0,19.36
1047774,24.5,19.36
1047775,7.5,19.36
1047776,22.0,19.36
1047777,20.0,19.36
1047778,5.0,19.36
1047779,26.0,19.36
1047780,9.5,19.36
1047781,38.0,19.36
1047782,10.5,19.36
1047783,28.5,19.36
1047784,8.5,19.36
1047785,9.0,19.36
1047786,11.5,19.36
1047787,33.0,19.36
1047788,14.5,19.36
1047789,22.5,19.36
1047790,11.0,19.36
1047791,12.0,19.36
1047792,18.5,19.36
1047793,11.5,19.36
1047794,34.0,19.36
1047795,7.5,19.36
1047796,6.5,19.36
1047797,9.5,19.36
1047798,16.5,19.36
1047799,22.0,19.36
1047800,21.0,19.36
1047801,20.0,19.36
1047802,16.0,19.36
1047803,10.0,19.36
1047804,25.0,19.36
1047805,29.0,19.36
1047806,17.0,19.36
1047807,17.5,19.36
1047808,20.0,19.36
1047809,31.0,19.36
1047810,10.0,19.36
1047811,15.5,19.36
1047812,9.5,19.36
1047814,11.5,19.36
1047815,25.0,19.36
1047816,20.0,19.36
1047817,20.5,19.36
1047818,21.0,19.36
1047819,18.0,19.36
1047820,14.5,19.36
1047821,25.5,19.36
1047822,17.0,19.36
1047823,7.0,19.36
1047824,15.5,19.36
1047825,10.5,19.36
1047826,11.0,19.36
1047827,9.0,19.36
1047828,9.5,19.36
1047830,28.5,19.36
1047831,13.0,19.36
1047832,16.5,19.36
1047833,27.0,19.36
1047834,16.5,19.36
1047835,34.0,19.36
1047836,10.5,19.36
1047837,17.0,19.36
1047838,17.5,19.36
1047839,16.0,19.36
1047840,21.0,19.36
1047841,25.5,19.36
1047842,13.5,19.36
1047843,29.0,19.36
1047844,20.0,19.36
1047845,28.0,19.36
1047848,20.0,19.36
1047850,15.5,19.36
1047851,21.0,19.36
1047852,23.0,19.36
1047853,16.5,19.36
1047854,10.5,19.36
1047855,9.0,19.36
1047856,9.0,19.36
1047857,24.0,19.36
1047858,21.0,19.36
1047860,12.0,19.36
1047861,29.0,19.36
1047862,10.5,19.36
1047863,6.5,19.36
1047864,15.5,19.36
1047865,14.5,19.36
1047866,24.0,19.36
1047867,28.0,19.36
1047868,15.5,19.36
1047869,8.0,19.36
1047870,19.0,19.36
1047871,19.0,19.36
1047872,16.0,19.36
1047873,8.0,19.36
1047874,11.0,19.36
1047875,24.5,19.36
1047876,14.0,19.36
1047877,15.0,19.36
1047878,28.0,19.36
1047879,13.0,19.36
1047880,29.0,19.36
1047881,17.0,19.36
1047882,15.5,19.36
1047883,20.0,19.36
1047884,9.0,19.36
1047885,8.5,19.36
1047886,32.5,19.36
1047887,29.0,19.36
1047888,5.5,19.36
1047889,13.0,19.36
1047890,7.5,19.36
1047891,34.0,19.36
1047893,21.0,19.36
1047894,20.0,19.36
1047895,22.5,19.36
1047896,19.5,19.36
1047897,26.0,19.36
1047898,16.0,19.36
1047899,20.0,19.36
1047900,18.0,19.36
1047901,25.5,19.36
1047902,8.5,19.36
1047903,8.0,19.36
1047904,23.5,19.36
1047905,15.0,19.36
1047906,27.5,19.36
1047907,11.0,19.36
1047908,22.0,19.36
1047909,22.0,19.36
1047910,34.0,19.36
1047911,23.0,19.36
1047912,27.0,19.36
1047913,8.5,19.36
1047914,12.0,19.36
1047915,14.5,19.36
1047916,9.0,19.36
1047917,22.0,19.36
1047918,6.0,19.36
1047919,16.5,19.36
1047920,9.5,19.36
1047921,10.0,19.36
1047922,30.0,19.36
1047923,7.5,19.36
1047924,19.0,19.36
1047925,10.0,19.36
1047926,22.0,19.36
1047927,15.0,19.36
1047928,20.5,19.36
1047929,12.0,19.36
1047930,13.5,19.36
1047931,19.5,19.36
1047932,20.0,19.36
1047933,24.0,19.36
1047934,18.0,19.36
1047935,17.5,19.36
1047936,10.0,19.36
1047937,9.5,19.36
1047938,4.5,19.36
1047939,14.0,19.36
1047940,6.0,19.36
1047941,16.5,19.36
1047942,10.5,19.36
1047943,8.0,19.36
1047944,13.5,19.36
1047945,11.5,19.36
1047946,23.0,19.36
1047947,42.0,19.36
1047948,31.0,19.36
1047949,36.0,19.36
1047950,29.0,19.36
1047951,21.0,19.36
1047952,28.0,19.36
1047953,26.0,19.36
1047954,14.5,19.36
1047955,14.5,19.36
1047956,6.0,19.36
1047957,20.5,19.36
1047958,4.5,19.36
1047959,20.0,19.36
1047960,22.5,19.36
1047961,11.5,19.36
1047962,16.0,19.36
1047963,11.0,19.36
1047964,15.5,19.36
1047965,13.0,19.36
1047966,13.5,19.36
1047967,24.0,19.36
1047968,22.0,19.36
1047969,15.0,19.36
1047970,35.0,19.36
1047971,10.0,19.36
1047972,16.5,19.36
1047973,9.5,19.36
1047975,18.0,19.36
1047976,18.5,19.36
1047977,21.0,19.36
1047979,16.0,19.36
1047980,12.5,19.36
1047981,9.0,19.36
1047982,21.0,19.36
1047983,15.0,19.36
1047984,29.5,19.36
1047985,16.0,19.36
1047986,16.5,19.36
1047987,19.5,19.36
1047988,23.0,19.36
1047989,10.0,19.36
1047990,20.5,19.36
1047991,12.5,19.36
1047992,21.0,19.36
1047993,9.5,19.36
1047994,26.0,19.36
1047995,10.0,19.36
1047996,2.0,19.36
1047997,18.0,19.36
1047998,22.0,19.36
1047999,18.0,19.36
1048000,7.5,19.36
1048001,30.5,19.36
1048002,17.5,19.36
1048003,30.0,19.36
1048004,22.5,19.36
1048005,11.0,19.36
1048006,12.0,19.36
1048007,28.0,19.36
1048008,10.0,19.36
1048009,26.5,19.36
1048010,20.0,19.36
1048011,17.5,19.36
1048012,12.0,19.36
1048013,29.0,19.36
1048014,9.0,19.36
1048015,14.0,19.36
1048016,37.5,19.36
1048017,23.0,19.36
1048018,18.0,19.36
1048019,3.5,19.36
1048020,20.0,19.36
1048021,19.0,19.36
1048022,7.0,19.36
1048025,11.0,19.36
1048026,30.0,19.36
1048027,23.0,19.36
1048028,7.0,19.36
1048029,26.0,19.36
1048030,11.0,19.36
1048031,5.0,19.36
1048032,20.0,19.36
1048033,11.0,19.36
1048034,37.5,19.36
1048035,24.5,19.36
1048036,18.0,19.36
1048037,15.0,19.36
1048038,6.0,19.36
1048039,12.0,19.36
1048040,15.5,19.36
1048041,9.0,19.36
1048042,28.0,19.36
1048043,6.0,19.36
1048044,19.0,19.36
1048045,3.5,19.36
1048046,23.5,19.36
1048047,17.0,19.36
1048048,29.5,19.36
1048049,33.5,19.36
1048050,6.5,19.36
1048051,12.5,19.36
1048052,10.5,19.36
1048053,7.0,19.36
1048054,15.0,19.36
1048055,4.5,19.36
1048056,23.0,19.36
1048057,6.5,19.36
1048058,20.5,19.36
1048059,17.0,19.36
1048060,10.0,19.36
1048061,5.0,19.36
1048062,16.5,19.36
1048063,24.0,19.36
1048064,8.0,19.36
1048065,20.0,19.36
1048066,26.0,19.36
1048067,31.5,19.36
1048068,13.5,19.36
1048069,25.0,19.36
1048070,20.0,19.36
1048071,14.0,19.36
1048072,11.5,19.36
1048073,19.0,19.36
1048074,17.0,19.36
1048075,17.5,19.36
1048076,7.0,19.36
1048077,8.5,19.36
1048078,11.0,19.36
1048079,31.5,19.36
1048080,23.0,19.36
1048081,19.0,19.36
1048082,24.5,19.36
1048083,27.0,19.36
1048084,33.0,19.36
1048085,14.0,19.36
1048086,15.5,19.36
1048087,11.5,19.36
1048088,9.0,19.36
1048089,7.0,19.36
1048090,7.0,19.36
1048091,23.0,19.36
1048092,26.0,19.36
1048093,16.0,19.36
1048094,24.0,19.36
1048095,17.0,19.36
1048096,23.0,19.36
1048097,24.5,19.36
1048098,15.0,19.36
1048099,3.5,19.36
1048101,9.0,19.36
1048102,10.0,19.36
1048103,20.5,19.36
1048104,18.0,19.36
1048105,4.5,19.36
1048106,9.0,19.36
1048107,28.5,19.36
1048108,13.0,19.36
1048109,33.0,19.36
1048110,20.5,19.36
1048111,13.0,19.36
1048113,20.5,19.36
1048114,17.5,19.36
1048116,23.5,19.36
1048117,8.5,19.36
1048118,41.0,19.36
1048119,20.0,19.36
1048120,21.0,19.36
1048121,8.0,19.36
1048122,18.0,19.36
1048123,5.0,19.36
1048124,40.0,19.36
1048125,32.0,19.36
1048126,32.5,19.36
1048127,15.5,19.36
1048128,18.0,19.36
1048129,19.0,19.36
1048130,26.0,19.36
1048131,4.0,19.36
1048132,20.0,19.36
1048133,22.0,19.36
1048134,14.0,19.36
1048135,26.0,19.36
1048136,10.0,19.36
1048137,29.5,19.36
1048138,14.5,19.36
1048139,5.5,19.36
1048140,12.0,19.36
1048141,16.0,19.36
1048142,18.0,19.36
1048143,12.0,19.36
1048144,21.0,19.36
1048145,26.0,19.36
1048147,30.5,19.36
1048148,25.0,19.36
1048150,9.5,19.36
1048151,9.5,19.36
1048152,6.5,19.36
1048153,30.0,19.36
1048154,9.0,19.36
1048155,17.5,19.36
1048156,28.5,19.36
1048157,10.5,19.36
1048158,17.0,19.36
1048159,17.0,19.36
1048160,17.0,19.36
1048162,12.0,19.36
1048163,9.5,19.36
1048164,6.5,19.36
1048165,10.5,19.36
1048166,22.0,19.36
1048167,26.0,19.36
1048168,21.0,19.36
1048169,23.5,19.36
1048170,18.0,19.36
1048171,10.0,19.36
1048172,30.5,19.36
1048173,40.0,19.36
1048174,14.5,19.36
1048175,28.5,19.36
1048176,22.0,19.36
1048177,29.0,19.36
1048178,25.0,19.36
1048179,3.5,19.36
1048180,20.0,19.36
1048181,9.0,19.36
1048182,32.0,19.36
1048183,15.0,19.36
1048184,19.0,19.36
1048185,28.0,19.36
1048186,26.0,19.36
1048187,12.0,19.36
1048188,22.0,19.36
1048189,24.5,19.36
1048190,18.0,19.36
1048191,8.5,19.36
1048192,20.0,19.36
1048193,15.0,19.36
1048194,26.0,19.36
1048195,31.5,19.36
1048196,8.0,19.36
1048197,38.0,19.36
1048199,30.5,19.36
1048200,20.0,19.36
1048201,13.0,19.36
1048202,14.0,19.36
1048203,23.5,19.36
1048205,20.5,19.36
1048206,23.0,19.36
1048207,19.5,19.36
1048208,17.5,19.36
1048209,8.0,19.36
1048210,17.0,19.36
1048211,38.5,19.36
1048212,18.0,19.36
1048213,16.0,19.36
1048214,27.0,19.36
1048215,23.0,19.36
1048216,36.0,19.36
1048217,23.0,19.36
1048218,18.0,19.36
1048219,26.0,19.36
1048221,22.5,19.36
1048222,27.0,19.36
1048223,26.0,19.36
1048224,22.5,19.36
1048225,9.0,19.36
1048226,23.0,19.36
1048227,28.5,19.36
1048228,25.5,19.36
1048229,12.5,19.36
1048230,25.0,19.36
1048231,15.5,19.36
1048232,16.0,19.36
1048234,20.0,19.36
1048235,15.5,19.36
1048236,25.0,19.36
1048237,32.0,19.36
1048238,28.5,19.36
1048239,15.5,19.36
1048240,26.0,19.36
1048242,11.0,19.36
1048243,30.5,19.36
1048244,7.5,19.36
1048245,31.5,19.36
1048246,35.0,19.36
1048247,23.0,19.36
1048248,12.0,19.36
1048249,14.0,19.36
1048250,10.0,19.36
1048251,19.0,19.36
1048252,24.0,19.36
1048253,8.5,19.36
1048254,12.0,19.36
1048255,13.5,19.36
1048256,16.0,19.36
1048257,11.0,19.36
1048258,26.5,19.36
1048259,21.0,19.36
1048260,13.5,19.36
1048261,17.5,19.36
1048262,30.0,19.36
1048263,9.5,19.36
1048264,20.0,19.36
1048265,38.0,19.36
1048266,39.0,19.36
1048267,23.0,19.36
1048268,21.0,19.36
1048269,24.5,19.36
1048270,37.0,19.36
1048271,23.5,19.36
1048272,36.0,19.36
1048273,35.0,19.36
1048274,28.0,19.36
1048275,12.0,19.36
1048276,8.5,19.36
1048277,15.0,19.36
1048278,14.5,19.36
1048279,19.0,19.36
1048280,37.5,19.36
1048281,27.0,19.36
1048282,22.5,19.36
1048284,19.0,19.36
1048285,17.0,19.36
1048286,14.5,19.36
1048287,8.0,19.36
1048288,14.0,19.36
1048289,40.0,19.36
1048290,30.0,19.36
1048291,18.5,19.36
1048293,20.5,19.36
1048294,9.0,19.36
1048295,22.5,19.36
1048296,22.5,19.36
1048297,6.0,19.36
1048299,28.5,19.36
1048300,18.5,19.36
1048302,16.5,19.36
1048303,23.0,19.36
1048305,19.0,19.36
1048307,12.5,19.36
1048308,21.0,19.36
1048309,10.5,19.36
1048310,37.0,19.36
1048311,38.0,19.36
1048312,19.0,19.36
1048313,19.0,19.36
1048314,18.5,19.36
1048315,16.0,19.36
1048316,16.0,19.36
1048317,21.5,19.36
1048318,25.0,19.36
1048319,21.5,19.36
1048320,18.0,19.36
1048321,13.0,19.36
1048322,30.0,19.36
1048323,14.0,19.36
1048324,28.0,19.36
1048325,26.5,19.36
1048326,31.0,19.36
1048327,16.0,19.36
1048328,17.0,19.36
1048329,18.0,19.36
1048330,32.5,19.36
1048331,34.0,19.36
1048332,12.0,19.36
1048333,28.0,19.36
1048334,30.0,19.36
1048335,12.0,19.36
1048336,18.5,19.36
1048337,13.5,19.36
1048338,10.0,19.36
1048339,14.0,19.36
1048340,26.0,19.36
1048341,28.0,19.36
1048342,15.0,19.36
1048343,2.5,19.36
1048344,35.0,19.36
1048345,17.0,19.36
1048346,38.0,19.36
1048347,24.0,19.36
1048348,14.5,19.36
1048349,16.0,19.36
1048350,15.0,19.36
1048351,37.0,19.36
1048352,11.5,19.36
1048353,23.0,19.36
1048354,32.0,19.36
1048355,20.0,19.36
1048356,10.0,19.36
1048357,16.5,19.36
1048358,12.5,19.36
1048359,16.0,19.36
1048360,10.5,19.36
1048361,7.0,19.36
1048362,17.0,19.36
1048363,21.0,19.36
1048364,19.5,19.36
1048365,26.5,19.36
1048367,23.0,19.36
1048368,11.0,19.36
1048369,23.0,19.36
1048370,35.5,19.36
1048371,15.0,19.36
1048372,22.5,19.36
1048373,35.0,19.36
1048374,29.0,19.36
1048375,18.0,19.36
1048376,18.0,19.36
1048377,9.0,19.36
1048378,22.0,19.36
1048379,13.5,19.36
1048380,30.0,19.36
1048381,11.5,19.36
1048382,56.0,19.36
1048383,12.0,19.36
1048384,32.0,19.36
1048386,20.0,19.36
1048387,6.0,19.36
1048388,9.0,19.36
1048389,34.0,19.36
1048390,41.0,19.36
1048391,5.0,19.36
1048392,33.5,19.36
1048393,50.0,19.36
1048394,17.0,19.36
1048395,13.5,19.36
1048396,3.5,19.36
1048397,5.0,19.36
1048398,16.5,19.36
1048399,18.5,19.36
1048400,17.0,19.36
1048401,12.5,19.36
1048402,19.0,19.36
1048403,31.0,19.36
1048404,19.0,19.36
1048405,21.0,19.36
1048406,17.0,19.36
1048408,17.5,19.36
1048409,14.0,19.36
1048410,11.5,19.36
1048411,27.5,19.36
1048412,29.5,19.36
1048413,14.0,19.36
1048414,18.5,19.36
1048415,23.5,19.36
1048416,23.0,19.36
1048417,6.0,19.36
1048418,35.0,19.36
